volatile_acidity,citric_acid,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
0.28,0.39,0.051,141.0,0.9961,3.38,0.53,10.5,6
0.27,0.48,0.047,132.0,0.9914,3.19,0.49,11.6,6
0.32,0.36,0.033,114.0,0.9906,3.1,0.71,12.3,7
0.24,0.39,0.044,142.0,0.9974,3.2,0.53,10.0,6
0.14,0.34,0.042,47.0,0.9934,3.47,0.4,10.2,6
0.25,0.36,0.05,100.0,0.992,3.19,0.44,10.8,6
0.12,0.34,0.045,117.0,0.9939,3.42,0.51,9.0,6
0.27,0.2,0.044,179.0,0.9962,3.37,0.37,10.2,5
0.28,0.43,0.08,123.0,0.9905,3.19,0.42,12.8,5
0.39,0.23,0.051,149.0,0.9934,3.24,0.35,10.0,5
0.33,0.32,0.053,138.0,0.9906,3.13,0.28,11.2,6
0.24,0.39,0.057,149.0,0.9999,3.21,0.36,8.6,5
0.24,0.39,0.057,149.0,0.9999,3.21,0.36,8.6,5
0.23,0.39,0.172,158.0,0.9937,3.11,0.36,9.4,6
0.24,0.39,0.173,157.0,0.9937,3.1,0.34,9.4,6
0.31,0.26,0.069,160.0,0.9954,3.13,0.46,9.8,6
0.24,0.27,0.057,152.0,0.9934,3.22,0.56,9.5,6
0.23,0.26,0.06,154.0,0.9934,3.24,0.56,9.5,6
0.18,0.31,0.058,167.0,0.9931,3.16,0.53,10.0,7
0.45,0.26,0.063,206.0,0.994,3.27,0.52,9.8,4
0.46,0.25,0.066,207.0,0.9939,3.25,0.52,9.8,5
0.31,0.26,0.069,160.0,0.9954,3.13,0.46,9.8,6
0.19,0.35,0.067,150.0,0.995,3.36,0.48,9.8,5
0.19,0.31,0.062,173.0,0.9917,3.35,0.44,11.7,6
0.25,0.29,0.068,124.0,0.9914,3.34,0.58,11.0,7
0.16,0.33,0.057,82.0,0.991,3.32,0.46,10.9,7
0.18,0.35,0.045,108.0,0.9911,3.31,0.35,10.9,6
0.2,0.59,0.147,132.0,0.993,3.05,0.38,9.1,6
0.25,0.35,0.039,191.0,0.9908,3.13,0.52,11.0,6
0.21,0.34,0.043,213.0,0.9962,3.09,0.5,9.6,6
0.19,0.26,0.048,147.0,0.9972,3.3,0.36,8.9,6
0.38,0.15,0.044,78.0,0.9931,3.11,0.38,10.2,6
0.2,0.36,0.038,111.0,0.9926,3.36,0.34,9.9,6
0.22,0.24,0.092,123.0,0.9951,3.03,0.46,8.6,6
0.19,0.26,0.048,147.0,0.9972,3.3,0.36,8.9,6
0.47,0.07,0.035,151.0,0.991,3.02,0.34,10.5,5
0.38,0.15,0.044,78.0,0.9931,3.11,0.38,10.2,6
0.24,0.27,0.038,122.0,0.9927,3.15,0.46,10.3,6
0.35,0.03,0.064,120.0,0.9934,3.22,0.54,9.1,5
0.26,0.24,0.04,124.0,0.9903,3.22,0.49,12.6,7
0.25,0.13,0.041,174.0,0.992,3.14,0.42,9.8,5
0.23,0.31,0.046,96.0,0.9926,3.33,0.64,10.7,8
0.24,0.29,0.05,105.0,0.9962,3.13,0.35,9.5,5
0.27,0.43,0.056,244.0,0.9956,3.1,0.51,9.0,6
0.3,0.23,0.061,238.5,0.9958,3.32,0.6,9.5,5
0.27,0.28,0.063,201.0,0.9964,3.69,0.71,10.0,5
0.23,0.46,0.054,72.0,0.9941,2.95,0.49,9.1,6
0.23,0.31,0.046,96.0,0.9926,3.33,0.64,10.7,8
0.24,0.29,0.05,105.0,0.9962,3.13,0.35,9.5,5
0.18,0.36,0.043,87.0,0.9898,3.26,0.37,12.7,7
0.32,0.34,0.042,69.0,0.9912,3.31,0.65,12.0,7
0.18,0.3,0.064,103.0,0.9961,2.94,0.56,9.3,5
0.54,0.28,0.06,105.0,0.9949,3.27,0.37,9.0,5
0.22,0.31,0.053,114.0,0.9929,3.39,0.77,10.6,6
0.2,0.34,0.05,166.0,0.9985,3.21,0.6,9.2,6
0.34,0.2,0.063,164.0,0.9946,3.17,0.42,10.0,5
0.22,0.3,0.047,207.0,0.9966,3.33,0.46,9.5,6
0.43,0.61,0.045,155.0,0.9974,3.11,0.45,8.7,5
0.44,0.62,0.044,152.0,0.9975,3.12,0.46,8.7,6
0.39,0.63,0.044,156.0,0.9974,3.09,0.44,8.7,6
0.25,0.31,0.05,202.0,0.9972,3.22,0.48,9.7,6
0.43,0.61,0.045,155.0,0.9974,3.11,0.45,8.7,5
0.44,0.62,0.044,152.0,0.9975,3.12,0.46,8.7,6
0.39,0.63,0.044,156.0,0.9974,3.09,0.44,8.7,6
0.27,0.43,0.049,243.0,0.9957,3.12,0.47,9.0,5
0.24,0.33,0.035,136.0,0.99,3.26,0.4,12.6,7
0.21,0.33,0.034,136.0,0.9899,3.25,0.41,12.6,7
0.17,0.32,0.04,148.0,0.9916,3.21,0.44,11.5,7
0.26,0.29,0.044,240.0,0.9969,3.04,0.42,9.2,6
0.34,0.66,0.046,164.0,0.9979,3.14,0.5,8.8,6
0.265,0.36,0.034,80.0,0.9913,2.95,0.36,11.4,7
0.36,0.46,0.038,83.0,0.9956,2.89,0.3,10.1,4
0.34,0.66,0.046,164.0,0.9979,3.14,0.5,8.8,6
0.25,0.37,0.06,192.0,0.9975,3.0,0.44,9.1,5
0.12,0.32,0.054,162.0,0.9962,3.4,0.41,9.4,5
0.21,0.24,0.05,164.0,0.997,3.34,0.39,9.4,5
0.305,0.4,0.059,170.0,1.0,2.99,0.46,9.0,5
0.25,0.37,0.06,192.0,0.9975,3.0,0.44,9.1,5
0.13,0.32,0.051,109.0,0.9974,3.2,0.35,9.2,6
0.12,0.32,0.054,162.0,0.9962,3.4,0.41,9.4,5
0.23,0.35,0.04,171.0,0.999,3.16,0.59,9.1,6
0.23,0.35,0.04,171.0,0.999,3.16,0.59,9.1,6
0.33,0.28,0.051,187.0,0.9927,3.27,0.6,10.3,5
0.17,0.54,0.082,163.0,0.9959,2.89,0.39,8.8,6
0.27,0.46,0.052,255.0,1.0,3.04,0.52,8.9,5
0.31,0.5,0.056,195.0,0.9982,3.01,0.47,9.2,5
0.41,0.34,0.049,150.0,0.9968,3.22,0.51,9.1,5
0.41,0.34,0.049,150.0,0.9968,3.22,0.51,9.1,5
0.485,0.0,0.065,103.0,0.994,3.63,0.4,9.7,4
0.31,0.24,0.041,143.0,0.9914,3.31,0.44,11.3,6
0.14,0.4,0.035,85.0,0.9911,3.19,0.42,11.8,6
0.31,0.5,0.056,195.0,0.9982,3.01,0.47,9.2,5
0.32,0.48,0.06,196.0,0.9982,3.04,0.5,9.2,5
0.36,0.04,0.046,87.0,0.9934,3.22,0.51,10.2,5
0.24,0.32,0.054,138.0,0.9984,3.01,0.54,8.8,5
0.16,0.31,0.059,131.0,0.9952,3.29,0.34,9.7,5
0.19,0.28,0.058,146.0,0.9952,3.29,0.36,9.1,6
0.13,0.47,0.092,158.0,0.9928,3.21,0.36,9.8,6
0.19,0.36,0.026,143.0,0.9912,3.27,0.48,11.0,6
0.39,0.23,0.033,126.0,0.994,3.14,0.42,10.5,5
0.24,0.32,0.038,203.0,0.9958,3.45,0.54,9.7,7
0.3,0.56,0.044,179.0,0.9924,3.3,0.57,10.9,7
0.3,0.56,0.046,184.0,0.9924,3.31,0.57,10.9,6
0.26,0.25,0.02,57.0,0.994,3.39,0.37,10.6,5
0.24,0.32,0.038,203.0,0.9958,3.45,0.54,9.7,7
0.425,0.4,0.038,241.0,0.9979,3.23,0.57,9.0,5
0.24,0.27,0.035,188.0,0.9982,3.24,0.51,9.2,5
0.27,0.22,0.034,203.0,0.9961,3.19,0.52,8.9,5
0.27,0.31,0.036,179.0,0.9979,3.26,0.56,9.6,5
0.23,0.4,0.027,121.0,0.992,3.12,0.38,10.7,6
0.37,0.67,0.045,155.0,0.9975,3.16,0.44,8.7,5
0.19,0.36,0.035,96.0,0.9917,3.15,0.54,10.8,7
0.28,0.39,0.029,79.0,0.9923,3.23,0.52,11.8,6
0.31,0.34,0.045,77.0,0.9927,3.3,0.43,10.2,5
0.37,0.67,0.045,155.0,0.9975,3.16,0.44,8.7,5
0.21,0.4,0.039,107.0,0.992,3.21,0.54,10.8,6
0.21,0.41,0.036,99.0,0.9947,3.18,0.53,9.7,6
0.2,0.4,0.037,87.0,0.9921,3.12,0.54,11.2,6
0.255,0.37,0.04,114.0,0.9905,3.0,0.39,10.9,6
0.16,0.27,0.044,168.0,0.9918,3.28,0.37,10.1,6
0.595,0.14,0.058,97.0,0.9951,3.38,0.36,9.0,4
0.34,0.33,0.034,80.0,0.9917,3.38,0.58,12.0,7
0.25,0.3,0.054,116.0,0.994,2.99,0.38,9.4,6
0.22,0.38,0.043,152.0,0.9934,3.12,0.32,11.5,7
0.18,0.46,0.055,135.0,0.9968,3.14,0.43,9.9,6
0.25,0.3,0.054,116.0,0.994,2.99,0.38,9.4,6
0.18,0.41,0.048,97.0,0.9919,3.14,0.45,10.4,5
0.23,0.4,0.049,76.0,0.9966,3.06,0.84,9.7,6
0.24,0.42,0.066,198.0,0.9979,2.89,0.42,8.9,6
0.24,0.42,0.066,198.0,0.9979,2.89,0.42,8.9,6
0.32,0.24,0.036,124.0,0.9898,3.29,0.42,12.4,7
0.44,0.04,0.036,119.0,0.9894,3.36,0.33,12.1,8
0.44,0.04,0.036,119.0,0.9894,3.36,0.33,12.1,8
0.32,0.24,0.036,124.0,0.9898,3.29,0.42,12.4,7
0.22,0.56,0.055,159.0,0.998,2.98,0.4,9.1,5
0.36,0.3,0.049,85.0,0.9932,3.28,0.39,10.6,5
0.24,0.42,0.066,198.0,0.9979,2.89,0.42,8.9,6
0.24,0.35,0.05,205.0,0.997,3.15,0.5,9.5,5
0.23,0.36,0.051,177.0,0.9972,3.16,0.49,9.8,5
0.27,0.46,0.048,197.0,0.9974,3.14,0.59,9.6,6
0.46,0.18,0.034,98.0,0.9896,3.08,0.44,12.6,7
0.29,0.31,0.055,151.0,0.9968,3.08,0.54,9.3,5
0.42,0.48,0.034,110.0,0.9958,2.87,0.29,10.0,5
0.3,0.46,0.066,133.0,0.9906,3.12,0.54,12.7,6
0.19,0.45,0.045,96.0,0.9917,3.13,0.39,11.0,6
0.48,0.37,0.037,100.0,0.9902,3.03,0.39,11.4,4
0.22,0.43,0.038,130.0,0.9918,3.35,0.33,11.5,7
0.27,0.31,0.051,173.0,0.999,3.09,0.64,10.2,5
0.23,0.4,0.04,151.0,0.9927,3.11,0.27,11.4,6
0.32,0.47,0.044,65.0,0.991,3.03,0.41,12.6,4
0.23,0.3,0.054,170.0,0.9972,3.28,0.39,9.4,5
0.67,0.07,0.06,108.0,0.9931,3.11,0.35,8.7,4
0.25,0.32,0.049,176.0,0.995,3.19,0.68,9.2,6
0.33,0.31,0.048,173.0,0.9951,3.19,0.66,9.3,6
0.34,0.15,0.053,183.0,0.9936,3.09,0.43,9.2,5
0.28,0.4,0.048,167.0,1.001,2.93,0.5,8.7,5
0.27,0.4,0.05,227.0,0.9979,3.18,0.58,9.6,6
0.26,0.56,0.043,226.0,0.997,3.02,0.63,9.3,5
0.29,0.56,0.043,230.0,0.9972,3.02,0.63,9.3,5
0.24,0.41,0.04,166.0,0.9954,3.12,0.61,9.9,6
0.3,0.23,0.038,119.0,0.9924,3.15,0.5,11.0,5
0.53,0.35,0.034,109.0,0.9906,3.26,0.57,12.7,8
0.28,0.28,0.047,210.0,0.9962,3.09,0.54,8.9,4
0.28,0.28,0.052,211.0,0.9962,3.09,0.55,8.9,6
0.28,0.4,0.048,167.0,1.001,2.93,0.5,8.7,5
0.28,0.36,0.045,123.0,0.9928,3.02,0.37,11.4,6
0.15,0.34,0.055,125.0,0.9942,3.36,0.42,9.6,5
0.29,0.44,0.2,181.0,0.9942,3.02,0.41,9.1,5
0.3,0.45,0.197,180.0,0.9942,3.02,0.39,9.1,6
0.29,0.44,0.197,183.0,0.9942,3.01,0.38,9.1,5
0.26,0.24,0.052,214.0,0.9961,3.13,0.47,8.9,5
0.32,0.24,0.05,204.0,0.998,3.1,0.49,8.8,5
0.26,0.24,0.052,214.0,0.9961,3.13,0.47,8.9,5
0.27,0.26,0.049,196.0,0.9984,3.15,0.5,9.3,5
0.32,0.24,0.05,204.0,0.998,3.1,0.49,8.8,5
0.54,0.32,0.05,236.0,0.9973,3.2,0.5,9.6,5
0.26,0.34,0.034,134.0,0.9949,3.33,0.53,12.0,6
0.28,0.35,0.053,114.0,0.9924,3.28,0.5,10.2,4
0.21,0.5,0.042,153.0,0.9972,3.15,0.43,8.8,5
0.16,0.32,0.045,126.0,0.9958,3.21,0.34,9.2,5
0.44,0.88,0.049,124.0,0.9968,2.99,0.51,9.9,4
0.57,0.29,0.04,77.0,0.9938,3.32,0.74,10.2,5
0.4,0.31,0.048,170.0,0.993,3.22,0.77,9.5,6
0.245,0.25,0.032,68.0,0.994,3.31,0.34,10.5,5
0.18,0.38,0.038,111.0,0.9918,3.32,0.59,11.2,7
0.16,0.32,0.045,126.0,0.9958,3.21,0.34,9.2,5
0.13,0.29,0.051,122.0,0.9944,3.44,0.37,9.7,6
0.25,0.25,0.03,105.0,0.9912,3.3,0.44,11.1,7
0.26,0.24,0.044,152.0,0.9961,3.31,0.38,9.4,5
0.27,0.36,0.036,164.0,0.9939,3.03,0.33,11.0,5
0.26,0.24,0.044,152.0,0.9961,3.31,0.38,9.4,5
0.28,0.24,0.044,167.0,0.9989,3.31,0.44,9.4,5
0.23,0.36,0.036,161.0,0.9938,3.04,0.32,11.0,5
0.27,0.36,0.036,164.0,0.9939,3.03,0.33,11.0,5
0.685,0.21,0.07,172.0,0.9971,3.0,0.55,9.1,6
0.25,0.25,0.03,105.0,0.9912,3.3,0.44,11.1,7
0.19,0.3,0.043,144.0,0.9936,3.42,0.39,9.1,6
0.495,0.22,0.046,140.0,0.9929,3.39,0.54,10.4,6
0.24,0.41,0.046,145.0,0.9998,3.32,0.39,8.7,5
0.17,0.32,0.048,200.0,0.9938,3.5,0.5,9.7,6
0.25,0.32,0.041,272.0,0.9969,3.17,0.52,9.1,6
0.17,0.32,0.048,200.0,0.9938,3.5,0.5,9.7,6
0.24,0.41,0.046,145.0,0.9998,3.32,0.39,8.7,5
0.64,0.08,0.062,142.0,0.9972,3.37,0.46,8.9,4
0.28,0.4,0.041,194.0,0.9976,3.34,0.51,9.6,6
0.27,0.39,0.039,208.0,0.9976,3.31,0.51,9.5,6
0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6
0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6
0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6
0.23,0.38,0.058,194.0,0.9979,3.09,0.44,9.0,6
0.52,0.32,0.044,221.0,0.9972,3.27,0.5,9.6,6
0.26,0.59,0.037,120.0,0.9918,3.34,0.41,11.1,7
0.25,0.21,0.039,159.0,0.9982,3.48,0.64,9.6,6
0.32,0.23,0.05,197.0,0.9985,3.2,0.46,8.7,5
0.31,0.26,0.031,90.0,0.9944,3.13,0.5,10.4,5
0.21,0.37,0.026,100.0,0.9903,3.15,0.38,11.4,7
0.24,0.34,0.047,218.5,0.9934,3.3,0.58,9.7,6
0.4,0.56,0.043,142.0,0.9975,3.14,0.46,8.7,5
0.18,0.36,0.038,249.5,0.9923,3.37,0.79,11.3,6
0.21,0.27,0.03,139.0,0.99,3.16,0.61,12.6,7
0.2,0.27,0.031,77.0,0.9905,3.25,0.36,10.9,7
0.19,0.26,0.03,76.0,0.9905,3.25,0.37,10.9,7
0.41,0.14,0.037,119.0,0.996,3.38,0.45,10.0,5
0.21,0.28,0.053,199.0,0.9964,3.72,0.7,10.0,4
0.26,0.21,0.074,197.0,0.998,3.02,0.5,9.8,3
0.4,0.56,0.043,142.0,0.9975,3.14,0.46,8.7,5
0.24,0.44,0.029,109.0,0.9913,3.53,0.43,11.7,3
0.24,0.39,0.054,158.0,0.9932,3.21,0.52,9.3,6
0.26,0.39,0.04,147.0,0.9935,3.32,0.58,9.6,8
0.35,0.3,0.035,97.0,0.9927,3.27,0.41,11.0,7
0.35,0.3,0.035,97.0,0.9927,3.27,0.41,11.0,7
0.23,0.39,0.032,118.0,0.9912,3.32,0.5,11.8,6
0.36,0.38,0.037,75.0,0.9904,3.28,0.34,11.4,4
0.115,0.35,0.048,108.0,0.9939,3.32,0.42,10.2,6
0.29,0.4,0.043,156.0,0.9996,2.93,0.47,8.9,5
0.28,0.4,0.036,95.0,0.9944,3.17,0.33,10.2,5
0.29,0.4,0.045,231.0,0.9977,3.08,0.59,9.6,6
0.24,0.35,0.038,167.0,0.9912,3.1,0.48,10.6,6
0.29,0.4,0.043,156.0,0.9996,2.93,0.47,8.9,5
0.32,0.26,0.053,180.0,0.9965,3.25,0.51,9.2,6
0.58,0.07,0.043,149.0,0.9944,3.34,0.57,9.7,5
0.585,0.07,0.044,145.0,0.9945,3.34,0.57,9.7,6
0.59,0.07,0.045,147.0,0.9944,3.34,0.57,9.7,6
0.32,0.26,0.053,180.0,0.9965,3.25,0.51,9.2,6
0.6,0.07,0.044,147.0,0.9944,3.33,0.58,9.7,5
0.25,0.26,0.051,148.0,0.9972,3.29,0.38,9.3,5
0.58,0.3,0.057,123.0,0.9949,3.24,0.38,9.0,5
0.29,0.54,0.046,234.0,0.9966,3.05,0.61,9.5,5
0.19,0.41,0.046,169.0,0.9954,3.14,0.57,9.8,6
0.2,0.41,0.044,166.0,0.9954,3.14,0.58,9.8,6
0.26,0.4,0.042,60.0,0.9915,2.89,0.5,10.6,5
0.32,0.34,0.044,67.0,0.9919,3.05,0.47,10.6,4
0.3,0.49,0.036,105.0,0.9916,3.26,0.68,12.4,7
0.24,0.36,0.034,112.0,0.99,3.19,0.38,12.6,8
0.31,0.58,0.039,114.0,0.9909,3.3,0.6,12.3,8
0.44,0.37,0.047,201.0,0.9938,3.08,0.65,10.5,4
0.34,0.3,0.054,196.0,0.9982,3.19,0.49,9.3,5
0.35,0.24,0.055,198.0,0.9988,3.12,0.49,8.8,5
0.32,0.25,0.056,180.0,0.9961,3.08,0.47,8.8,5
0.28,0.33,0.053,190.0,0.9978,3.22,0.51,9.7,6
0.23,0.39,0.058,192.0,0.9979,2.98,0.48,9.0,7
0.23,0.39,0.058,192.0,0.9979,2.98,0.48,9.0,7
0.23,0.39,0.058,192.0,0.9979,2.98,0.48,9.0,7
0.23,0.39,0.058,192.0,0.9979,2.98,0.48,9.0,7
0.15,0.31,0.041,155.0,0.9945,3.52,0.46,10.5,6
0.28,0.42,0.066,195.0,1.0,2.96,0.44,9.1,5
0.28,0.22,0.041,157.0,0.9957,3.44,0.64,9.8,7
0.59,0.38,0.066,182.0,0.9968,3.23,0.38,8.5,3
0.33,0.27,0.046,175.0,0.9934,3.37,0.54,9.4,6
0.39,0.7,0.045,169.0,0.9976,3.09,0.57,9.4,5
0.19,0.46,0.041,187.0,0.9932,3.19,0.6,11.2,7
0.17,0.44,0.046,146.0,0.997,3.17,0.45,10.0,6
0.17,0.5,0.043,122.0,0.9923,3.15,0.45,10.3,6
0.41,0.0,0.063,87.0,0.9914,3.27,0.67,10.8,6
0.2,0.35,0.05,74.0,0.992,3.13,0.38,10.5,6
0.41,0.0,0.063,87.0,0.9914,3.27,0.67,10.8,6
0.29,0.21,0.055,168.0,0.9914,3.32,0.43,11.1,6
0.41,0.24,0.057,163.0,0.9949,3.2,0.41,9.9,6
0.41,0.24,0.057,163.0,0.9949,3.2,0.41,9.9,6
0.43,0.24,0.058,163.0,0.995,3.2,0.41,9.9,5
0.4,0.24,0.058,166.0,0.995,3.2,0.41,9.9,6
0.33,0.27,0.036,134.0,0.9927,3.2,0.42,10.4,7
0.31,0.26,0.037,148.0,0.9928,3.21,0.41,10.4,6
0.36,0.27,0.035,100.0,0.9917,3.4,0.71,11.5,7
0.55,0.14,0.032,164.0,0.9918,3.53,0.51,12.5,8
0.25,0.41,0.042,149.0,0.9954,3.36,0.45,10.0,6
0.36,0.21,0.038,166.0,0.9941,3.29,0.63,10.0,6
0.34,0.21,0.04,167.0,0.9941,3.29,0.62,10.0,5
0.28,0.6,0.132,127.0,0.9934,3.09,0.44,9.1,6
0.25,0.34,0.031,134.0,0.9927,3.21,0.38,10.6,6
0.24,0.35,0.031,135.0,0.9938,3.19,0.37,10.5,5
0.3,0.47,0.03,133.0,0.9933,3.52,0.43,11.5,7
0.125,0.25,0.04,69.0,0.9934,3.54,0.59,10.1,6
0.1,0.24,0.041,65.0,0.9927,3.61,0.61,10.3,7
0.24,0.35,0.031,135.0,0.9938,3.19,0.37,10.5,5
0.25,0.34,0.031,134.0,0.9927,3.21,0.38,10.6,6
0.28,0.44,0.031,137.0,0.9946,3.16,0.36,10.4,6
0.41,0.51,0.046,207.0,0.993,3.02,0.55,11.4,5
0.27,0.31,0.057,313.0,0.9946,3.18,0.59,10.5,5
0.26,0.41,0.04,216.0,0.9976,2.96,0.6,10.0,6
0.34,0.23,0.039,143.0,0.9944,3.19,0.65,10.0,6
0.28,0.35,0.042,195.0,0.9978,3.23,0.5,9.6,6
0.21,0.41,0.036,85.0,0.992,3.17,0.51,10.4,5
0.32,0.35,0.03,101.0,0.9912,3.36,0.6,12.5,8
0.24,0.34,0.032,135.0,0.9927,3.2,0.39,10.6,5
0.23,0.3,0.033,91.0,0.9906,3.28,0.4,11.8,6
0.28,0.34,0.038,133.0,0.9954,3.11,0.44,9.8,5
0.26,0.26,0.031,80.0,0.9923,3.25,0.38,10.8,5
0.23,0.3,0.033,91.0,0.9906,3.28,0.4,11.8,6
0.23,0.33,0.036,105.0,0.991,3.32,0.42,11.2,6
0.27,0.27,0.045,170.0,0.9972,3.28,0.42,9.3,6
0.26,0.4,0.047,139.0,0.9945,3.45,0.53,10.4,5
0.18,0.35,0.049,141.0,0.9934,3.43,0.85,10.2,7
0.2,0.43,0.045,153.0,0.9964,3.19,0.55,9.0,7
0.24,0.36,0.047,129.0,0.9948,3.2,0.54,10.0,6
0.26,0.42,0.044,140.0,0.9962,3.18,0.47,9.1,6
0.31,0.47,0.053,144.0,0.9931,3.29,0.76,10.0,5
0.29,0.47,0.052,145.0,0.993,3.29,0.75,10.0,6
0.145,0.33,0.05,131.0,0.9942,3.28,0.4,9.6,6
0.34,0.1,0.031,68.0,0.9906,3.36,0.51,11.2,7
0.19,0.41,0.056,155.0,0.9995,3.2,0.44,8.8,6
0.18,0.46,0.052,118.0,0.998,3.15,0.5,10.0,6
0.17,0.45,0.054,137.0,0.997,3.15,0.47,10.0,5
0.12,0.36,0.044,146.0,0.9914,3.27,0.74,11.4,7
0.33,0.4,0.038,138.0,0.992,3.03,0.3,11.9,7
0.335,0.3,0.071,128.0,0.9924,3.14,0.51,9.6,6
0.33,0.4,0.038,138.0,0.992,3.03,0.3,11.9,7
0.4,0.42,0.047,245.0,0.9937,3.25,0.57,9.6,6
0.22,0.37,0.063,191.0,0.9978,2.89,0.38,9.0,6
0.22,0.37,0.063,191.0,0.9978,2.89,0.38,9.0,6
0.36,0.33,0.05,169.0,0.9927,3.15,0.78,9.5,6
0.2,0.39,0.05,152.0,0.994,3.0,0.42,10.4,6
0.24,0.34,0.04,161.0,0.9935,3.2,0.59,10.6,6
0.24,0.32,0.047,162.0,0.9968,3.28,0.5,10.2,6
0.365,0.14,0.055,84.0,0.9941,3.15,0.43,8.9,5
0.15,0.3,0.05,127.0,0.9942,3.4,0.39,9.7,6
0.22,0.37,0.063,191.0,0.9978,2.89,0.38,9.0,6
0.16,0.4,0.037,102.0,0.9923,3.49,0.42,11.4,7
0.26,0.32,0.028,113.0,0.9912,3.4,0.71,12.3,7
0.18,0.27,0.089,143.0,0.9923,3.49,0.62,10.8,6
0.33,0.21,0.053,148.0,0.9927,3.12,0.45,9.4,6
0.29,0.48,0.049,178.0,0.9931,3.17,0.64,10.6,6
0.39,0.35,0.044,72.0,0.9941,3.17,0.29,11.6,5
0.33,0.21,0.053,148.0,0.9927,3.12,0.45,9.4,6
0.29,0.48,0.049,178.0,0.9931,3.17,0.64,10.6,6
0.905,0.19,0.048,204.0,0.9934,3.34,0.56,10.0,5
0.27,0.27,0.048,149.0,0.9936,3.1,0.51,9.2,6
0.33,0.22,0.027,89.0,0.9893,3.51,0.38,12.5,7
0.33,0.22,0.027,89.0,0.9893,3.51,0.38,12.5,7
0.31,0.28,0.037,119.0,0.9919,3.32,0.51,10.4,7
0.2,0.44,0.045,98.0,0.9924,3.15,0.46,10.0,7
0.32,0.5,0.049,155.0,0.9927,3.22,0.64,10.0,6
0.31,0.28,0.037,119.0,0.9919,3.32,0.51,10.4,7
0.2,0.44,0.045,98.0,0.9924,3.15,0.46,10.0,7
0.28,0.26,0.046,179.0,0.9975,3.1,0.52,9.0,6
0.35,0.28,0.051,157.0,0.9969,3.12,0.53,9.2,6
0.27,0.27,0.048,149.0,0.9936,3.1,0.51,9.2,6
0.36,0.39,0.027,125.0,0.991,3.38,0.39,11.3,7
0.33,0.22,0.027,89.0,0.9893,3.51,0.38,12.5,7
0.17,0.56,0.026,115.0,0.9906,3.48,0.39,10.8,7
0.39,0.35,0.04,260.0,0.9941,3.12,0.66,10.1,5
0.21,0.32,0.047,140.0,0.995,3.39,0.46,9.7,6
0.3,0.38,0.032,181.0,0.9983,3.18,0.61,9.3,7
0.3,0.38,0.032,181.0,0.9983,3.18,0.61,9.3,7
0.36,0.32,0.031,66.0,0.9916,3.1,0.46,10.6,5
0.55,0.15,0.031,125.0,0.9957,3.36,0.47,10.2,6
0.24,0.43,0.021,69.0,0.99,3.08,0.56,12.2,6
0.37,0.51,0.044,163.0,0.9976,3.19,0.44,8.8,5
0.27,0.12,0.04,168.0,0.992,3.18,0.41,10.0,5
0.28,0.42,0.031,93.0,0.9917,3.09,0.39,11.4,5
0.2,0.4,0.037,107.0,0.9917,3.46,0.5,11.4,6
0.26,0.27,0.048,168.0,0.9993,3.35,0.44,9.4,5
0.19,0.42,0.032,83.0,0.9908,3.3,0.41,11.7,6
0.2,0.4,0.037,107.0,0.9917,3.46,0.5,11.4,6
0.37,0.51,0.044,163.0,0.9976,3.19,0.44,8.8,5
0.35,0.07,0.069,108.0,0.9934,3.23,0.52,9.2,5
0.27,0.31,0.046,252.0,1.0,3.07,0.56,8.7,5
0.22,0.31,0.035,170.0,0.9918,3.24,0.66,12.6,6
0.27,0.12,0.04,168.0,0.992,3.18,0.41,10.0,5
0.28,0.34,0.031,99.0,0.9896,3.39,0.39,12.8,7
0.49,0.24,0.049,125.0,0.9932,3.17,0.51,9.4,5
0.14,0.39,0.044,116.0,0.992,3.26,0.53,10.3,6
0.28,0.42,0.031,93.0,0.9917,3.09,0.39,11.4,5
0.25,0.39,0.038,155.0,0.9999,2.97,0.47,9.0,6
0.28,0.36,0.04,140.0,0.998,3.3,0.79,9.6,6
0.19,0.39,0.036,85.0,0.9918,3.16,0.5,10.5,5
0.19,0.39,0.036,85.0,0.9918,3.16,0.5,10.5,5
0.25,0.39,0.038,155.0,0.9999,2.97,0.47,9.0,6
0.28,0.36,0.04,140.0,0.998,3.3,0.79,9.6,6
0.21,0.27,0.041,99.0,0.9927,3.19,0.33,9.8,6
0.26,0.22,0.047,210.0,0.9959,3.1,0.47,9.0,5
0.21,0.27,0.041,99.0,0.9927,3.19,0.33,9.8,6
0.31,0.28,0.05,137.0,0.9929,3.31,0.56,10.5,6
0.22,0.31,0.03,136.0,0.9898,3.16,0.37,12.7,7
0.21,0.28,0.045,222.0,0.9954,3.25,0.54,10.4,6
0.21,0.28,0.045,221.0,0.9954,3.25,0.54,10.4,6
0.21,0.28,0.045,221.0,0.9954,3.25,0.54,10.4,6
0.23,0.38,0.047,162.0,0.9954,3.34,0.52,10.5,7
0.21,0.28,0.045,222.0,0.9954,3.25,0.54,10.4,6
0.21,0.28,0.045,221.0,0.9954,3.25,0.54,10.4,6
